"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","group","GeneFraction","BackgroundFraction","enrichment"
"GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","36/1752","130/18346",0.276923076923077,2.89978925184405,7.063191151368,2.78232406564206e-09,7.70813958559779e-07,6.5405580399177e-07,"Ap2a1/Ap2b1/Cntnap2/Dlg1/Eps15/Gpc6/Gphn/Gripap1/Hap1/Iqsec1/Numb/Ogt/Pip5k1c/Porcn/Prkcz/Rdx/Rnf216/Sh3glb2/Snap25/Stx3/Adam22/Grip1/Nrxn3/Synj1/Tnik/Arhgap44/Magi2/Clstn1/Rapgef4/Sirt2/Dnm3/Ppfia1/Ctnnd1/Dlg3/Snx27/Lpar1",36,"Shared core",0.0205479452054795,0.00708601329990189,2.89978925184405
"GO:0008361","regulation of cell size","50/1752","217/18346",0.230414746543779,2.41277907539507,6.80248452524709,2.88940315016445e-09,7.70813958559779e-07,6.5405580399177e-07,"Abl1/Actr3/Add1/Akt1s1/Cdkl3/Clasp2/Cttn/Cxcl12/Dcx/Epha7/Fn1/Map3k7/Mfn2/Ogt/Olfm1/Ptprs/Pum2/Rdx/Rnf6/Rtn4/Rufy3/Sema4a/Sema6d/Sin3a/Trim46/Tsc2/Wdr36/Wnk1/Zfyve27/Bcl11a/Fgf13/Mapt/Pafah1b1/Sema4c/Islr2/Sct/Sema6c/Shtn1/Tsc1/Efna5/Kcnma1/Aqp4/Sema4f/Cyfip1/Slit2/Mgll/Sema4d/Sema3a/Vegfa/Cln3",50,"Shared core",0.0285388127853881,0.0118281914313747,2.41277907539507
"GO:0030010","establishment of cell polarity","40/1752","158/18346",0.253164556962025,2.65100283220623,6.77226985390857,6.48763864921937e-09,1.65547614053341e-06,1.4047148031788e-06,"Abl1/Arhgef2/Cdc42/Cenpa/Clasp1/Clasp2/Crk/Dctn1/Ephb1/Fam89b/Fbxw11/Frmd4a/Gpsm1/Gsn/Kat5/Kcnq2/Map4/Myo18a/Pard6a/Pax6/Prkcz/Rufy3/Sipa1/Syne4/Tsc2/Amot/Cyp26b1/Fgf13/Lmna/Pafah1b1/Cyth1/Shtn1/Mark2/Camsap3/Tcirg1/Dock7/Phldb2/Brsk1/Brsk2/Pard3",40,"Shared core",0.0228310502283105,0.00861223154911152,2.65100283220623
"GO:1990138","neuron projection extension","47/1752","204/18346",0.230392156862745,2.4125425284269,6.59210931910279,8.58479772403953e-09,2.09934074343283e-06,1.7813455277382e-06,"Abl1/Actr3/Cdkl3/Clasp2/Cttn/Cxcl12/Dcx/Ddr1/Dvl1/Flrt3/Fn1/Olfm1/Postn/Prkcz/Ptprs/Rnf6/Rtn4/Rufy3/Sema4a/Sema6d/Sh3glb1/Sin3a/Spag9/Trim46/Wdr36/Zfyve27/Bcl11a/Ctnnb1/Mapt/Pafah1b1/Rims2/Sema4c/Dclk1/Islr2/Lhx2/Nrp2/Sema6c/Shtn1/Picalm/Sema4f/Cyfip1/Slit2/Mgll/Sema4d/Sema3a/Vegfa/Nrn1l",47,"Shared core",0.0268264840182648,0.0111195901013845,2.4125425284269
"GO:0060997","dendritic spine morphogenesis","25/1752","74/18346",0.337837837837838,3.53765580649142,7.10732048400176,9.139075453598e-09,2.13960249616504e-06,1.81550867795227e-06,"Abi2/Actr3/Arhgap33/Baiap2/Caprin1/Cask/Cdc42/Dnm1l/Dvl1/Ephb1/Mfn2/Opa1/Stau2/Ube3a/Kif1a/Pafah1b1/Pak3/Pdlim5/Wasl/Arhgap44/Camk2b/Dnm3/Hdac6/Lzts3/Caprin2",25,"Shared core",0.0142694063926941,0.00403357680148261,3.53765580649142
"GO:0099003","vesicle-mediated transport in synapse","56/1752","265/18346",0.211320754716981,2.21283708107177,6.46196418282863,9.47855936280304e-09,2.13960249616504e-06,1.81550867795227e-06,"Ap1s2/Ap2a1/Ap2b1/Ap3s1/Atp2a2/Atp6v0a1/Bin1/Cask/Dnajc5/Dnm1/Dnm1l/Dvl1/Eps15/Erc1/Fgf14/Git2/Gripap1/Hap1/Iqsec1/Numb/Pip5k1c/Prepl/Rnf216/Scamp5/Sh3gl3/Sh3glb2/Snap25/Snap91/Stx3/Syn2/Trim9/Bcl2l1/Cadps/Ctnnb1/Dnajc6/Grip1/Rims2/Syn1/Synj1/Magi2/Rph3a/Syt6/Tbc1d24/Vamp1/Clstn1/Rapgef4/Sirt2/Syn3/Dnm3/Picalm/Syt7/Cyfip1/Lpar1/Ppp3cc/Brsk1/Cspg5",56,"Shared core",0.0319634703196347,0.0144445655728769,2.21283708107177
"GO:0060996","dendritic spine development","35/1752","132/18346",0.265151515151515,2.77652379964024,6.65588325183545,1.57698394283582e-08,3.36363769693546e-06,2.85413455967603e-06,"Abi2/Actr3/Arhgap33/Asap1/Baiap2/Caprin1/Cask/Cdc42/Cntnap2/Dnm1l/Dvl1/Ephb1/Iqsec1/Mfn2/Opa1/Ptprs/Spire1/Stau2/Tsc2/Ube3a/Zmynd8/Kif1a/Pafah1b1/Pak3/Pdlim5/Wasl/Arhgap44/Camk2b/Dnm3/Hdac6/Lzts3/Acsl4/Lpar1/Caprin2/Dlg5",35,"Shared core",0.0199771689497717,0.00719502888913115,2.77652379964024
"GO:0007416","synapse assembly","50/1752","228/18346",0.219298245614035,2.29637306737163,6.4001869765561,1.64979562998293e-08,3.36363769693546e-06,2.85413455967603e-06,"Actr3/Adgre5/Amigo2/App/Cadm1/Caprin1/Cntnap2/Crk/Dvl1/Eif4g1/Elavl2/Epha7/Ephb1/Flrt3/Gabrg2/Gpm6a/Nptn/Ntrk2/Numb/Ogt/Ptprs/Sema4a/Stau2/Arhgef9/Ctnnb1/Fgf13/Gabrb3/Lrrtm4/Mapt/Negr1/Nrxn3/Pdlim5/Ache/Asic2/Gria1/Grin1/Il1rap/Magi2/Nrxn2/Amigo1/Clstn1/Efna5/Dnm3/Lzts3/Dock7/Slit2/Lrfn1/Sema4d/Tpbg/Dlg5",50,"Shared core",0.0285388127853881,0.0124277771721356,2.29637306737163
"GO:0051962","positive regulation of nervous system development","72/1752","384/18346",0.1875,1.96339897260274,6.19933079846448,1.72261715801066e-08,3.36363769693546e-06,2.85413455967603e-06,"Actr3/Adgre5/Amigo2/Ankrd27/Baiap2/Bin1/Caprin1/Cask/Cdkl3/Cxcl12/Dcx/Dnm1l/Ephb1/Faim/Flrt3/Fn1/Golga2/Hap1/Igf1/Map6/Mdk/Mfn2/Nptn/Ntrk2/Numb/Opa1/Pax6/Prpf19/Rtn4/Rufy3/Sema4a/Sh3glb1/Shox2/Skil/Snap91/Srrt/Stau2/Vcan/Zfyve27/Bcl11a/Ctnnb1/Grip1/Lrrtm4/Mapt/Nkx2-2/Pafah1b1/Pak3/Synj1/Tnik/Ache/Asic2/Camk2b/Il1rap/Islr2/Nkx6-2/Shtn1/Tbc1d24/Amigo1/Clstn1/Efna5/Sgk1/Picalm/Rnf112/Lyn/Cyfip1/Slit2/Zeb2/Caprin2/Sema4d/Tpbg/Dlg5/Vegfa",72,"Shared core",0.0410958904109589,0.0209309931320179,1.96339897260274
"GO:0051656","establishment of organelle localization","82/1752","459/18346",0.178649237472767,1.87071855632156,6.1385494029,1.75240418544166e-08,3.36363769693546e-06,2.85413455967603e-06,"Ap1s2/Ap3s1/Arhgap21/Arhgef2/Atp13a2/Atp9a/Bicd2/Cdc42/Cenpa/Clasp1/Clasp2/Copg1/Dctn1/Dctn2/Dlg1/Dnm1/Dnm1l/Eml4/Exoc1/Exoc7/Fbxw11/Fnbp1l/Gpsm1/Hap1/Kat5/Kif1b/Kif5a/Map4/Map6/Nup88/Nusap1/Pax6/Prkcz/Psrc1/Rhot1/Seh1l/Snap25/Snap91/Spc25/Spire1/Sun1/Tacc2/Tmem201/Trappc13/Trappc9/Trim46/Tspan4/Zbed3/Zfp207/Cadps/Ctnnb1/Dync1i1/Ect2/Kif1a/Lmna/Mapt/Pafah1b1/Synj1/Wasl/Lat2/Shroom2/Syt6/Sirt2/Dnm3/Hdac6/Picalm/Syne1/Tacc1/Lyn/Myo1c/Spast/Tcirg1/Dock7/Limk2/Madd/Xpo1/Sphk2/Cln3/Pard3/Terf1/Trappc8/Agbl4",82,"Shared core",0.0468036529680365,0.0250190777281151,1.87071855632156
"GO:0006338","chromatin remodeling","80/1752","444/18346",0.18018018018018,1.88674976346209,6.14599434105881,1.77667010742885e-08,3.36363769693546e-06,2.85413455967603e-06,"Airn/Apbb1/Atf2/Brd2/Brd3/Brpf1/Cdk2/Cenpa/Chtop/Dnmt3a/Dpf2/Ehmt1/Ehmt2/Gatad2a/Glyr1/Hdac10/Hmg20b/Hp1bp3/Kat5/Kat7/Lin54/Lrif1/Mier1/Morf4l1/Mta3/Mtf2/Nap1l4/Nasp/Pax6/Pcgf2/Pih1d1/Prmt6/Psip1/Satb1/Sfpq/Sin3a/Smarcc2/Ss18/Suv39h1/Suv39h2/Tcf3/Tfpt/Uimc1/Wac/Arid4b/Axin1/Lmna/Morc2a/Phf1/Smarca1/Ssrp1/Trmt112/Lhx2/Phc1/Epc1/Sirt2/Dpf3/Hdac6/Kdm4a/Set/Smarca2/Smarcb1/Usp15/Ezh2/Chd5/Mthfr/Myo1c/Jarid2/Naa60/Suz12/Uhrf1/Yeats2/Nipbl/Sphk2/Glmn/Gnas/Suds3/Kat2a/Zfp827/Xist",80,"Shared core",0.045662100456621,0.0242014608088957,1.88674976346209
"GO:0048675","axon extension","36/1752","139/18346",0.258992805755396,2.71203311323544,6.58340738664288,1.92883496702602e-08,3.53760388171115e-06,3.00174941743424e-06,"Abl1/Actr3/Cdkl3/Clasp2/Cttn/Cxcl12/Dcx/Dvl1/Fn1/Olfm1/Ptprs/Rnf6/Rtn4/Rufy3/Sema4a/Sema6d/Sin3a/Trim46/Wdr36/Zfyve27/Mapt/Pafah1b1/Sema4c/Dclk1/Islr2/Lhx2/Nrp2/Sema6c/Shtn1/Sema4f/Cyfip1/Slit2/Mgll/Sema4d/Sema3a/Vegfa",36,"Shared core",0.0205479452054795,0.00757658345143356,2.71203311323544
"GO:0051493","regulation of cytoskeleton organization","87/1752","500/18346",0.174,1.82203424657534,6.05556729659528,2.29949836536113e-08,4.08962300191045e-06,3.47015207863589e-06,"Abi2/Abl1/Actr3/Add1/Add3/Arap1/Arhgap17/Arhgef2/Arhgef7/Baiap2/Bcas3/Bicd2/Bin1/Camsap1/Capzb/Cdc42/Cdk10/Clasp1/Clasp2/Clip1/Crk/Ctnna2/Cttn/Dctn1/Dlg1/Dmtn/Dynlt1f/Eml4/Evl/Gmfg/Gpm6b/Gsn/Lima1/Limch1/Map6/Mapre2/Mdm1/Mfn2/Mkks/Mlst8/Mtss1/Myadm/Nckap1/Nf2/Pde4dip/Psrc1/Rdx/Stau2/Taok2/Tpm1/Ect2/Fchsd2/Fgf13/Mapt/Pafah1b1/Pak3/Tmem67/Trim36/Vasp/Arhgap44/Arhgef10l/Gas2l1/Shroom2/Smim22/Tsc1/Efna5/Mark2/Pecam1/Sgk1/Hdac6/Ppfia1/Camsap3/Myo1c/Rnf4/Cyfip1/Dynlt1c/Slit2/Pxn/Sptan1/Lpar1/Phldb2/Tpx2/Ssh2/Cln3/Kat2a/Slain2/Cyld",87,"Shared core",0.0496575342465753,0.0272538973073149,1.82203424657534
"GO:0010639","negative regulation of organelle organization","69/1752","368/18346",0.1875,1.96339897260274,6.06610280481267,3.41141107520041e-08,5.88869752951505e-06,4.99671386897001e-06,"Adck1/Add1/Add3/Ankrd27/Arap1/Arhgef2/Arhgef7/Arrb2/Camsap1/Capzb/Cdk10/Clasp1/Clasp2/Ctnna2/Dmtn/Dnm1l/Ehmt2/Eml4/Evl/Fez2/Ghitm/Gmfg/Gsn/Igf1/Lima1/Map4/Mdm1/Mfn2/Mkks/Myadm/Opa1/Phf23/Psmd10/Rdx/Rtel1/Spc25/Src/Tom1l2/Tpm1/Trim9/Zfp207/Bcl2l1/Fgf13/Lmna/Mapt/Mpv17l/Tmem67/Gas2l1/Shroom2/Pecam1/Sgk1/Hdac6/Rad1/Fgfr3/Flcn/Ppfia1/Camsap3/Bub1/Limk2/Naa10/Slit2/Sptan1/Lpar1/Phldb2/Tpx2/Ctc1/Ssh2/Kat2a/Terf1",69,"Shared core",0.0393835616438356,0.0200588684181838,1.96339897260274
"GO:0001558","regulation of cell growth","77/1752","429/18346",0.179487179487179,1.87949303360262,5.98933726275526,3.89168871476085e-08,6.52580601912327e-06,5.53731708557401e-06,"Abl1/Actr3/Acvrl1/Adam15/Cdc42/Cdkl3/Clasp2/Crk/Crlf3/Cttn/Cxcl12/Dab2/Dab2ip/Dcx/Ddr1/Dnajb2/Eif4g1/Epha7/Fhl1/Fn1/Igf1/Jade1/Kat7/Mlst8/Nf2/Olfm1/Psmd10/Psrc1/Ptprs/Pum2/Rnf6/Rtn4/Rufy3/Sbf1/Sema4a/Sema6d/Sesn1/Sh3glb1/Sin3a/Spag9/Trim46/Tro/Wdr36/Zfyve27/Bcl11a/Fgf13/Mapt/Pafah1b1/Rims2/Sema4c/Zfp639/Brat1/Islr2/Sema6c/Sertad2/Shtn1/Clstn1/Efna5/Sgk1/Bcl2/Meaf6/Picalm/Sema4f/Smarca2/Taf9b/Cyfip1/Mad2l2/Slit2/Acsl4/Mgll/Sphk2/Caprin2/Sema4d/Sema3a/Cryab/Vegfa/Sphk1",77,"Shared core",0.0439497716894977,0.0233838438896762,1.87949303360262
"GO:0030516","regulation of axon extension","31/1752","113/18346",0.274336283185841,2.87270174162525,6.48827331824375,4.38107041432993e-08,7.14236173936177e-06,6.06048073982307e-06,"Abl1/Actr3/Cdkl3/Clasp2/Cttn/Cxcl12/Fn1/Olfm1/Ptprs/Rnf6/Rtn4/Rufy3/Sema4a/Sema6d/Sin3a/Trim46/Wdr36/Zfyve27/Mapt/Pafah1b1/Sema4c/Islr2/Sema6c/Shtn1/Sema4f/Cyfip1/Slit2/Mgll/Sema4d/Sema3a/Vegfa",31,"Shared core",0.0176940639269406,0.00615938079145318,2.87270174162525
"GO:1901888","regulation of cell junction assembly","51/1752","244/18346",0.209016393442623,2.188707051426,6.07374896309629,6.23196508519624e-08,9.88524407703155e-06,8.38788814169656e-06,"Abl1/Actr3/Acvrl1/Adgre5/Amigo2/App/Clasp1/Clasp2/Cntnap2/Dmtn/Eif4g1/Elavl2/Epha7/Ephb1/Flrt3/Gpm6b/Limch1/Lims1/Map4k4/Ntrk2/Numb/Ogt/Ptprs/Rapgef1/Sema4a/Src/Stau2/Ctnnb1/Dusp22/Lrrtm4/Negr1/Pdlim5/Asic2/Grin1/Il1rap/Tsc1/Amigo1/Clstn1/Efna5/Nphp1/Ikbkb/Lzts3/Camsap3/Myo1c/Slit2/Lrfn1/Phldb2/Sema4d/Tpbg/Dlg5/Vegfa",51,"Shared core",0.0291095890410959,0.0132999018859697,2.188707051426
"GO:0031345","negative regulation of cell projection organization","47/1752","218/18346",0.215596330275229,2.25760860458297,6.0694476063094,7.61992610682805e-08,1.17687753476247e-05,9.98611368736939e-06,"Actr3/Arhgap24/Capzb/Cdk10/Cdkl3/Dab2/Dguok/Dpysl3/Dync1i2/Epha7/Evl/Itga3/Map4/Map4k4/Mbp/Neo1/Pmp22/Ppp3ca/Prkcsh/Ptprs/Rnf6/Rtn4/Rufy3/Sema4a/Sema6d/Trim46/Tsc2/Ube3a/Bcl11a/Crmp1/Fgf13/Pafah1b1/Sema4c/Arhgap44/Sema6c/Tsc1/Dnm3/Sema4f/Inppl1/Nfatc4/Limk2/Slit2/Lpar1/Carm1/Sema4d/Sema3a/Tsku",47,"Shared core",0.0268264840182648,0.0118826992259893,2.25760860458297
"GO:0007015","actin filament organization","78/1752","444/18346",0.175675675675676,1.83958101937554,5.81907140724379,8.11926769253356e-08,1.22184569455075e-05,1.03676802843121e-05,"Abi2/Abl1/Actr3/Add1/Add3/Arap1/Arhgap12/Arhgap17/Arhgef2/Arrb1/Baiap2/Bin1/Capzb/Cdc42/Clasp1/Clasp2/Ctnna2/Cttn/Dlg1/Dmtn/Dpysl3/Elmo2/Evl/Gdpd2/Gmfg/Gsn/Lcp1/Lima1/Limch1/Mkks/Mlst8/Mtss1/Myadm/Myo1b/Nckap1/Nf2/Rdx/Rhobtb1/Rhot1/Rufy3/Sorbs1/Spire1/Src/Tpm1/Tpm3/Zbed3/Zyx/Bcar1/Elmo1/Fchsd2/Pak3/Vasp/Wasl/Acta1/Arhgef10l/Gas2l1/Shroom2/Shtn1/Tsc1/Gas7/Pecam1/Bcl2/Hdac6/Ppfia1/Inppl1/Myo1c/Cyfip1/Mad2l2/Slit2/Zeb2/Enah/Pxn/Sptan1/Lpar1/Sirpa/Phldb2/Tpm2/Ssh2",78,"Shared core",0.0445205479452055,0.0242014608088957,1.83958101937554
"GO:0001764","neuron migration","44/1752","200/18346",0.22,2.30372146118721,6.02364994195547,1.06585535361521e-07,1.56387626759192e-05,1.32698991525094e-05,"Abi1/Abi2/Apbb1/Apbb2/Arhgef2/Celsr2/Crk/Ctnna2/Cxcl12/Dab2ip/Dcx/Gpm6a/Itga3/Mapk8ip3/Mdk/Neo1/Nr4a2/Nsmf/Ntrk2/Pax6/Pex2/Pex5/Trim46/Tubgcp2/Unk/Ctnnb1/Elp3/Fgf13/Mapt/Pafah1b1/Camk2b/Dclk1/Nr2f2/Nrp2/Shtn1/Stat3/Tbc1d24/Axl/Mark2/Barhl1/Pitx2/Nipbl/Sema3a/Vegfa",44,"Shared core",0.0251141552511416,0.010901558922926,2.30372146118721
"GO:0050775","positive regulation of dendrite morphogenesis","21/1752","62/18346",0.338709677419355,3.54678524083076,6.52683943540203,1.32239461692141e-07,1.89295951383214e-05,1.60622565665089e-05,"Actr3/Ankrd27/Baiap2/Caprin1/Cask/Cdkl3/Dnm1l/Mfn2/Numb/Opa1/Sh3glb1/Stau2/Grip1/Pafah1b1/Pak3/Tnik/Ache/Camk2b/Tbc1d24/Sgk1/Caprin2",21,"Shared core",0.011986301369863,0.00337948326610705,3.54678524083076
"GO:0051648","vesicle localization","45/1752","209/18346",0.215311004784689,2.25462082978305,5.92725042204667,1.49157969932102e-07,2.0843050607893e-05,1.76858735776635e-05,"Ap1s2/Ap3s1/Atp13a2/Atp9a/Clasp1/Clasp2/Dctn1/Dctn2/Dnm1/Exoc1/Exoc7/Fbxw11/Fnbp1l/Hap1/Kif1b/Kif5a/Prkcz/Snap25/Snap91/Syn2/Trappc13/Trappc9/Trim46/Bcl2l1/Cadps/Ctnnb1/Dync1i1/Kif1a/Pafah1b1/Syn1/Synj1/Wasl/Magi2/Shroom2/Syt6/Syn3/Dnm3/Picalm/Tcf7l2/Myo1c/Tcirg1/Limk2/Madd/Cln3/Trappc8",45,"Shared core",0.0256849315068493,0.0113921290744576,2.25462082978305
"GO:0072384","organelle transport along microtubule","24/1752","79/18346",0.30379746835443,3.18120339864748,6.31286443270913,1.79631332347523e-07,2.45175881290143e-05,2.08038147695504e-05,"Ap3s1/Arhgap21/Bicd2/Cdc42/Copg1/Fbxw11/Hap1/Kif1b/Kif5a/Map6/Prkcz/Rhot1/Sun1/Tmem201/Trim46/Dync1i1/Kif1a/Mapt/Pafah1b1/Hdac6/Spast/Madd/Cln3/Agbl4",24,"Shared core",0.0136986301369863,0.00430611577455576,3.18120339864748
"GO:0061001","regulation of dendritic spine morphogenesis","20/1752","58/18346",0.344827586206897,3.61084868524642,6.47087423055535,1.87490205040522e-07,2.50086366677915e-05,2.12204822977682e-05,"Abi2/Actr3/Arhgap33/Baiap2/Caprin1/Cask/Dnm1l/Mfn2/Opa1/Stau2/Ube3a/Kif1a/Pafah1b1/Pak3/Pdlim5/Arhgap44/Camk2b/Dnm3/Lzts3/Caprin2",20,"Shared core",0.0114155251141553,0.00316145208764853,3.61084868524642
"GO:0048638","regulation of developmental growth","70/1752","392/18346",0.178571428571429,1.86990378343118,5.6569717360011,1.96761816188957e-07,2.56621133158442e-05,2.17749743249112e-05,"Abl1/Actr3/App/Cdkl3/Celf1/Clasp2/Cttn/Cxcl12/Dcx/Dlg1/Epha7/Fn1/Ghr/Igf1/Igf2/Mapk14/Mkks/Olfm1/Pex5/Ptprs/Pum2/Rai1/Rnf6/Rps6kb1/Rtn4/Rufy3/Sema4a/Sema6d/Sh3glb1/Sin3a/Spag9/Suv39h1/Tgfbr2/Trim46/Wdr36/Zfyve27/Bcl11a/Csf1/Fgf13/Lats2/Mapt/Pafah1b1/Rims2/Sema4c/Sgip1/Cxadr/Fgfr1/Islr2/Rbpj/Sema6c/Shtn1/Stat3/Ybx3/Efna5/Bcl2/Bcl2l11/Ncam1/Picalm/Sema4f/Tcf7l2/Fgfr3/Cyfip1/Jarid2/Slit2/Mgll/Nipbl/Sema4d/Gnas/Sema3a/Vegfa",70,"Shared core",0.0399543378995434,0.0213670554889349,1.86990378343118
"GO:0010770","positive regulation of cell morphogenesis","21/1752","64/18346",0.328125,3.43594820205479,6.3430268534595,2.44778853915015e-07,3.12305889918961e-05,2.64999715760168e-05,"Actr3/Ankrd27/Baiap2/Caprin1/Cask/Cdkl3/Dnm1l/Mfn2/Numb/Opa1/Sh3glb1/Stau2/Grip1/Pafah1b1/Pak3/Tnik/Ache/Camk2b/Tbc1d24/Sgk1/Caprin2",21,"Shared core",0.011986301369863,0.00348849885533631,3.43594820205479
"GO:0030100","regulation of endocytosis","60/1752","320/18346",0.1875,1.96339897260274,5.64913366432828,2.64073513010109e-07,3.29754776139645e-05,2.79805552083052e-05,"Add1/Ank3/Ap2a1/Ap2b1/Apoa2/App/Arfgap1/Arhgap21/Arrb1/Arrb2/Bin1/Cdc42/Dab2/Dcx/Dnm1/Dnm1l/Epn2/Hap1/Iqsec1/Myo18a/Numb/Pip5k1c/Ppp3ca/Ptpn5/Rapgef1/Rnf216/Scamp5/Scarb1/Sh3gl3/Snap91/Snx12/Src/Tsc2/Bcl2l1/Dnajc6/Synj1/Wasl/Abr/Ager/Angpt1/Apoc1/Cbll1/Magi2/Axl/Pacsin3/Sirt2/Picalm/Cd36/Lgals3/Syt7/Mtmr2/Tbc1d5/Lpar1/Sirpa/Ppp3cc/Vegfa/Cln3/Pard3/Atg7/Sphk1",60,"Shared core",0.0342465753424658,0.0174424942766816,1.96339897260274
"GO:0062197","cellular response to chemical stress","56/1752","291/18346",0.192439862542955,2.01512655149147,5.6717659555624,2.71865662216129e-07,3.30794924564068e-05,2.80688145225602e-05,"Abl1/Agap3/Aifm2/Ankzf1/Arnt/Atf2/Atp13a2/Atp2a2/Dapk1/Dnaja1/Fancc/Fut8/Map2k7/Mapk7/Mapk9/Mlst8/Msra/Ncoa7/Net1/Nfe2l1/Nr4a2/Oxr1/Pcgf2/Pex2/Pex5/Psap/Rad52/Rcsd1/Sin3a/Slc11a2/Slc25a14/Src/Tmem161a/Trex1/Wnk1/Ect2/Ercc6l2/Keap1/Pdgfra/Mpv17/Tbc1d24/Tsc1/Ybx3/Axl/Sirt2/Hdac6/Usp15/Ezh2/Cd36/Serpinb6a/Trp53inp1/Sirpa/Ddit3/Cln3/Atg7/Sphk1",56,"Shared core",0.0319634703196347,0.0158617682328573,2.01512655149147
"GO:0022411","cellular component disassembly","78/1752","457/18346",0.170678336980306,1.78725158118761,5.5376942766438,2.76179098715954e-07,3.30794924564068e-05,2.80688145225602e-05,"Acin1/Add1/Add3/Aifm1/Ankzf1/Arhgef1/Arhgef2/Asph/Atp2a2/Camsap1/Capzb/Chka/Clasp1/Clasp2/Cttn/Dctn1/Ddr1/Dffa/Dmtn/Dnm1l/Eif4e2/Eml4/Evl/Exog/Fbxw7/Golga2/Gsn/Iqsec1/Jmjd4/Kat5/Klc1/Lamp2/Lcp1/Lima1/Map4/Map4k4/Mapre2/Mfn2/Ogt/Pex5/Phf23/Rdx/Rnf14/Sh3gl3/Smarcc2/Tex264/Tpm1/Vrk1/Wnk1/Atg4c/Dnajc6/Fgf13/Gfm2/Pafah1b1/Ssrp1/Synj1/Ubqln1/Ctss/Gas2l1/Rnf25/Shroom2/Wdr45/Atg9a/Sgk1/Hdac6/Kdm4a/Smarcb1/Camsap3/Ets1/Spast/Trip4/Fbxl4/Hspa2/Sptan1/Tpx2/Stx5a/Cln3/Atg7",78,"Shared core",0.0445205479452055,0.0249100621388859,1.78725158118761
"GO:0022604","regulation of cell morphogenesis","52/1752","263/18346",0.197718631178707,2.07040297237703,5.68120297226058,2.99641206174524e-07,3.51718847807657e-05,2.98442641349826e-05,"Actr3/Ankrd27/Arap1/Baiap2/Camsap1/Caprin1/Capzb/Cask/Cdkl3/Crk/Dlg1/Dmtn/Dnm1l/Dnmbp/Dvl1/Fn1/Mfn2/Mov10/Nf2/Numb/Opa1/Rdx/Sema4a/Sh3glb1/Spag9/Src/Stau2/Taok2/Tpm1/Zmym3/Bcl11a/Grip1/Pafah1b1/Pak3/Rims2/Tnik/Zmym6/Ache/Camk2b/Tbc1d24/Efna5/Gas7/Mark2/Sgk1/Picalm/Cdc42se1/Cyfip1/Pxn/Lpar1/Caprin2/Sema4d/Vegfa",52,"Shared core",0.0296803652968037,0.0143355499836477,2.07040297237703
"GO:0050769","positive regulation of neurogenesis","60/1752","322/18346",0.186335403726708,1.95120394792819,5.5953383921402,3.29676362150819e-07,3.79386386169246e-05,3.21919271276682e-05,"Actr3/Ankrd27/Baiap2/Bin1/Caprin1/Cask/Cdkl3/Cxcl12/Dcx/Dnm1l/Faim/Fn1/Golga2/Hap1/Igf1/Map6/Mdk/Mfn2/Nptn/Ntrk2/Numb/Opa1/Pax6/Prpf19/Rtn4/Rufy3/Sh3glb1/Shox2/Skil/Snap91/Srrt/Stau2/Vcan/Zfyve27/Bcl11a/Ctnnb1/Grip1/Mapt/Nkx2-2/Pafah1b1/Pak3/Synj1/Tnik/Ache/Camk2b/Islr2/Nkx6-2/Shtn1/Tbc1d24/Amigo1/Efna5/Sgk1/Picalm/Rnf112/Lyn/Cyfip1/Zeb2/Caprin2/Sema4d/Vegfa",60,"Shared core",0.0342465753424658,0.0175515098659108,1.95120394792819
"GO:0035418","protein localization to synapse","27/1752","99/18346",0.272727272727273,2.85585305105853,6.01611061200807,3.63947626416442e-07,4.10770888353481e-05,3.48549842221901e-05,"Baiap2/Dlg1/Gpc6/Gphn/Gripap1/Homer1/Kif5a/Klc1/Mapk8ip3/Ogt/Prkcz/Snap25/Stau2/Stx3/Adam22/Grip1/Mapt/Nrxn3/Tnik/Arhgap44/Asic2/Grin1/Magi2/Nrxn2/Clstn1/Dlgap1/Rapgef4",27,"Shared core",0.0154109589041096,0.00539627166684836,2.85585305105853
"GO:0010977","negative regulation of neuron projection development","37/1752","162/18346",0.228395061728395,2.39163002424037,5.78078679302843,4.03330659777065e-07,4.46631630609735e-05,3.78978619941469e-05,"Actr3/Cdkl3/Dab2/Dguok/Dpysl3/Dync1i2/Epha7/Map4k4/Mbp/Neo1/Pmp22/Prkcsh/Ptprs/Rnf6/Rtn4/Rufy3/Sema4a/Sema6d/Trim46/Tsc2/Ube3a/Bcl11a/Crmp1/Fgf13/Pafah1b1/Sema4c/Sema6c/Tsc1/Dnm3/Sema4f/Inppl1/Slit2/Lpar1/Carm1/Sema4d/Sema3a/Tsku",37,"Shared core",0.0211187214611872,0.00883026272757004,2.39163002424037
